"Date","Redraft PPR ADP","Redraft SF ADP","Redraft Half PPR ADP","Dynasty PPR ADP","Dynasty SF ADP","Dynasty Half PPR ADP","IDP ADP","Player Team","Player First Name","Player Last Name","Fantasy Player Position","Player Id","Positional Rank","","","","","","","","","","","",""
"August 4, 2025","","","","","","","219.6","NE","Harold","Landry","LB","5030","LB31","","","","","","","","","","","",""
"August 4, 2025","","","","","","","223.3","LV","Jeremy","Chinn","DB","7016","DB14","","","","","","","","","","","",""
"August 4, 2025","","","","","","","227.4","MIN","Blake","Cashman","LB","6217","LB32","","","","","","","","","","","",""
"August 4, 2025","","","","","","","227.4","DEN","Brandon","Jones","DB","6911","DB15","","","","","","","","","","","",""
"August 4, 2025","","","","","","","229.2","CLE","Carson","Schwesinger","LB","12578","LB33","","","","","","","","","","","",""
"August 4, 2025","","","","","","","230.5","DEN","Pat","Surtain","CB","7641","CB1","","","","","","","","","","","",""
"August 4, 2025","","","","","","","231.8","NYG","Kayvon","Thibodeaux","DL","8355","DL7","","","","","","","","","","","",""
"August 4, 2025","","","","","","","233.4","CHI","Jaquan","Brisker","DB","8323","DB16","","","","","","","","","","","",""
"August 4, 2025","","","","","","","236.1","SEA","Tyrice","Knight","LB","11734","LB34","","","","","","","","","","","",""
"August 4, 2025","","","","","","","237.4","DET","Kerby","Joseph","DB","8348","DB17","","","","","","","","","","","",""
"August 4, 2025","","","","","","","239.1","PIT","Alex","Highsmith","LB","7113","LB35","","","","","","","","","","","",""
"August 4, 2025","","","","","","","241.2","SEA","Devon","Witherspoon","DB","10891","DB18","","","","","","","","","","","",""
"August 4, 2025","","","","","","","244.8","NYG","Tyler","Nubin","DB","11674","DB19","","","","","","","","","","","",""
"August 4, 2025","","","","","","","245","PHI","Nakobe","Dean","LB","8267","LB36","","","","","","","","","","","",""
"August 4, 2025","","","","","","","247.5","TB","Lavonte","David","LB","1192","LB37","","","","","","","","","","","",""
"August 4, 2025","","","","","","","248.5","MIA","Minkah","Fitzpatrick","DB","4963","DB20","","","","","","","","","","","",""
"August 4, 2025","","","","","","","249.8","PHI","Jihaad","Campbell","LB","12566","LB38","","","","","","","","","","","",""
"August 4, 2025","","","","","","","251.3","KC","George","Karlaftis","DL","8385","DL8","","","","","","","","","","","",""
"August 4, 2025","","","","","","","255.3","JAX","Devin","Lloyd","LB","8329","LB39","","","","","","","","","","","",""
"August 4, 2025","","","","","","","260.4","CLE","Grant","Delpit","DB","6799","DB21","","","","","","","","","","","",""
"August 4, 2025","","","","","","","279.9","BUF","Greg","Rousseau","DE","7627","DE9","","","","","","","","","","","",""
"August 4, 2025","","","","","","","280","PIT","Payton","Wilson","LB","11727","LB40","","","","","","","","","","","",""
"August 4, 2025","","","","","","","281","DET","Alex","Anzalone","LB","4118","LB41","","","","","","","","","","","",""
"August 4, 2025","","","","","","","281.7","DEN","Jonathon","Cooper","DL","7765","DL9","","","","","","","","","","","",""
"August 4, 2025","","","","","","","283","TB","Yaya","Diaby","DL","10921","DL10","","","","","","","","","","","",""
"August 4, 2025","","","","","","","284.1","IND","DeForest","Buckner","DT","3172","DT1","","","","","","","","","","","",""
"August 4, 2025","","","","","","","286.4","SEA","Nick","Emmanwori","DB","12597","DB22","","","","","","","","","","","",""
"August 4, 2025","","","","","","","287.2","HOU","E.J.","Speed","LB","6218","LB42","","","","","","","","","","","",""
"August 4, 2025","","","","","","","287.9","CLE","Mason","Graham","DL","12573","DL11","","","","","","","","","","","",""
"August 4, 2025","","","","","","","289.7","MIN","Ivan","Pace","LB","11086","LB43","","","","","","","","","","","",""
"August 4, 2025","","","","","","","290.4","CHI","Kevin","Byard","DB","3233","DB23","","","","","","","","","","","",""
"August 4, 2025","","","","","","","291.3","CIN","Jordan","Battle","DB","10927","DB24","","","","","","","","","","","",""
"August 4, 2025","","","","","","","292.4","NYG","Micah","McFadden","LB","8396","LB44","","","","","","","","","","","",""
"August 4, 2025","","","","","","","293.3","LV","Germaine","Pratt","LB","5894","LB45","","","","","","","","","","","",""
"August 4, 2025","","","","","","","293.8","SF","Mykel","Williams","DL","12602","DL12","","","","","","","","","","","",""
"August 4, 2025","","","","","","","295.5","NE","Kyle","Dugger","DB","6872","DB25","","","","","","","","","","","",""
"August 4, 2025","","","","","","","296","PHI","Nolan","Smith","LB","10873","LB46","","","","","","","","","","","",""
"August 4, 2025","","","","","","","297","MIN","Dallas","Turner","LB","11667","LB47","","","","","","","","","","","",""
"August 4, 2025","","","","","","","298.9","LAR","Byron","Young","LB","10917","LB48","","","","","","","","","","","",""
"August 4, 2025","","","","","","","299","NYJ","Sauce","Gardner","DB","8290","DB26","","","","","","","","","","","",""
"August 4, 2025","","","","","","","303.2","DEN","Zach","Allen","DE","5871","DE10","","","","","","","","","","","",""
"August 4, 2025","","","","","","","304.2","ATL","James","Pearce","DL","12585","DL13","","","","","","","","","","","",""
"August 4, 2025","","","","","","","305.3","IND","Laiatu","Latu","DL","11669","DL14","","","","","","","","","","","",""
"August 4, 2025","","","","","","","305.9","TEN","Cody","Barton","LB","6065","LB49","","","","","","","","","","","",""
"August 4, 2025","","","","","","","308.7","DEN","Dre","Greenlaw","LB","6056","LB50","","","","","","","","","","","",""
"August 4, 2025","","","","","","","309.1","CHI","Tremaine","Edmunds","LB","4968","LB51","","","","","","","","","","","",""
"August 4, 2025","","","","","","","310.3","NYJ","Will","McDonald","DE","10883","DE11","","","","","","","","","","","",""
"August 4, 2025","","","","","","","311.4","PHI","Reed","Blankenship","DB","8406","DB27","","","","","","","","","","","",""
"August 4, 2025","","","","","","","314.5","BAL","Mike","Green","DL","12571","DL15","","","","","","","","","","","",""
"August 4, 2025","","","","","","","317.8","CAR","Tre'von","Moehrig","DB","7659","DB28","","","","","","","","","","","",""
"August 4, 2025","","","","","","","319.1","LAR","Quentin","Lake","DB","8330","DB29","","","","","","","","","","","",""
"August 4, 2025","","","","","","","320.6","CHI","Montez","Sweat","DE","6124","DE12","","","","","","","","","","","",""
"August 4, 2025","","","","","","","323","NYG","Dexter","Lawrence","DT","5847","DT2","","","","","","","","","","","",""
"August 4, 2025","","","","","","","325.1","DEN","Jahdae","Barron","DB","12557","DB30","","","","","","","","","","","",""
"August 4, 2025","","","","","","","327.2","HOU","Henry","To'oTo'o","LB","10970","LB52","","","","","","","","","","","",""
"August 4, 2025","","","","","","","328.5","PIT","DeShon","Elliott","DB","5071","DB31","","","","","","","","","","","",""
"August 4, 2025","","","","","","","338.9","WAS","Josey","Jewell","LB","5334","LB53","","","","","","","","","","","",""
"August 4, 2025","","","","","","","339","HOU","Jalen","Pitre","DB","8314","DB32","","","","","","","","","","","",""
"August 4, 2025","","","","","","","340","NO","Demario","Davis","LB","1052","LB54","","","","","","","","","","","",""
"August 4, 2025","","","","","","","350.6","LAC","Khalil","Mack","LB","2036","LB55","","","","","","","","","","","",""
"August 4, 2025","","","","","","","364.3","LAC","Tuli","Tuipulotu","DL","10898","DL16","","","","","","","","","","","",""
"August 4, 2025","","","","","","","365","LAR","Kobie","Turner","DT","10916","DT3","","","","","","","","","","","",""
"August 4, 2025","","","","","","","365.6","NYG","Paulson","Adebo","CB","7669","CB2","","","","","","","","","","","",""
"August 4, 2025","","","","","","","367.9","MIA","Zach","Sieler","DT","5297","DT4","","","","","","","","","","","",""
"August 4, 2025","","","","","","","368.2","IND","Jaylon","Carlies","DB","11777","DB33","","","","","","","","","","","",""
"August 4, 2025","","","","","","","369.7","SEA","Leonard","Williams","DE","2311","DE13","","","","","","","","","","","",""
"August 4, 2025","","","","","","","370.6","CIN","Demetrius","Knight","LB","12617","LB56","","","","","","","","","","","",""
"August 4, 2025","","","","","","","371.1","NO","Alontae","Taylor","DB","8333","DB34","","","","","","","","","","","",""
"August 4, 2025","","","","","","","371.4","NE","Christian","Gonzalez","DB","10881","DB35","","","","","","","","","","","",""
"August 4, 2025","","","","","","","374.6","MIA","Chop","Robinson","DE","11663","DE14","","","","","","","","","","","",""
"August 4, 2025","","","","","","","375.1","MIA","Bradley","Chubb","LB","4967","LB57","","","","","","","","","","","",""
"August 4, 2025","","","","","","","376.2","DAL","DeMarvion","Overshown","LB","10933","LB58","","","","","","","","","","","",""
"August 4, 2025","","","","","","","377.3","HOU","Derek","Stingley","DB","8308","DB36","","","","","","","","","","","",""
"August 4, 2025","","","","","","","379.9","NYJ","Quinnen","Williams","DT","6118","DT5","","","","","","","","","","","",""
"August 4, 2025","","","","","","","380.2","BUF","Dorian","Williams","LB","10923","LB59","","","","","","","","","","","",""
"August 4, 2025","","","","","","","381.4","DAL","Kenneth","Murray","LB","6811","LB60","","","","","","","","","","","",""
"August 4, 2025","","","","","","","382.9","TEN","Jeffery","Simmons","DT","6125","DT6","","","","","","","","","","","",""
"August 4, 2025","","","","","","","383.9","ARI","Josh","Sweat","DE","4999","DE15","","","","","","","","","","","",""
"August 4, 2025","","","","","","","385.3","BAL","Odafe","Oweh","LB","7626","LB61","","","","","","","","","","","",""
"August 4, 2025","","","","","","","386.9","NYG","Jevon","Holland","DB","7666","DB37","","","","","","","","","","","",""
"August 4, 2025","","","","","","","388.4","KC","Trent","McDuffie","DB","8364","DB38","","","","","","","","","","","",""
"August 4, 2025","","","","","","","389.2","HOU","C.J.","Gardner-Johnson","DB","5893","DB39","","","","","","","","","","","",""
"August 4, 2025","","","","","","","391.7","DEN","Talanoa","Hufanga","DB","7811","DB40","","","","","","","","","","","",""
"August 4, 2025","","","","","","","393.1","KC","Chris","Jones","DT","3558","DT7","","","","","","","","","","","",""
"August 4, 2025","","","","","","","394.1","LAR","Kam","Curl","DB","7136","DB41","","","","","","","","","","","",""
"August 4, 2025","","","","","","","395.1","DAL","Donovan","Ezeiruaku","DL","12556","DL17","","","","","","","","","","","",""
"August 4, 2025","","","","","","","398.5","MIA","Tyrel","Dodson","LB","6315","LB62","","","","","","","","","","","",""
"August 4, 2025","","","","","","","399.5","KC","Drue","Tranquill","LB","6141","LB63","","","","","","","","","","","",""
"August 4, 2025","","","285.7","","","","","NYG","Devin","Singletary","RB","6130","RB91","","","","","","","","","","","",""
"August 4, 2025","","","290.8","","","","","NE","Antonio","Gibson","RB","6945","RB92","","","","","","","","","","","",""
"August 4, 2025","","","292.2","","","","","WAS","Matt","Gay","K","6083","K19","","","","","","","","","","","",""
"August 4, 2025","","","","","","295.1","","SF","Jordan","Watkins","WR","12634","WR125","","","","","","","","","","","",""
